"Year" "Age" "Female" "Male" "Total"
"1004" 1989 "94" 15842.8352884799 5971.35653912609 NA
"1005" 1989 "95" 12043.6638234101 5433.15699060323 NA
"1006" 1989 "96" 13362.0005834727 2504.7103292953 NA
"1007" 1989 "97" 7497.76785023698 2627.95699097943 NA
"1008" 1989 "98" 7228.90598153536 2223.54240884337 NA
"1009" 1989 "99" 4523.31396172663 1597.60021684977 NA
"1010" 1989 "100" 3515.95395068931 643.385740005548 NA
"1011" 1990 "0" 15432.5750044119 17065.4830329917 NA
"1012" 1990 "1" 1287.16331985337 1885.69772689989 NA
"1013" 1990 "2" 552.469889209904 1241.60242562789 NA
"1014" 1990 "3" 396.217363170447 641.006770582288 NA
"1015" 1990 "4" 441.43766231507 534.689807509392 NA
"1016" 1990 "5" 358.508801011411 608.30376924735 NA
"1017" 1990 "6" 260.044692264539 350.382935084429 NA
"1018" 1990 "7" 376.303238993709 444.227650755194 NA
"1019" 1990 "8" 343.635643370054 386.309181065732 NA
"1020" 1990 "9" 277.413361425567 548.265490724387 NA
"1021" 1990 "10" 375.865880539203 351.320837734723 NA
"1022" 1990 "11" 293.447804552019 503.819136855401 NA
"1023" 1990 "12" 383.401599566028 464.729787642919 NA
"1024" 1990 "13" 322.529275964105 461.071228552759 NA
"1025" 1990 "14" 430.218318455067 914.959913173538 NA
"1026" 1990 "15" 627.614506430522 1013.16678814716 NA
"1027" 1990 "16" 694.172003565044 1413.92929506814 NA
"1028" 1990 "17" 675.42082969987 2504.08004165176 NA
"1029" 1990 "18" 892.666390689902 3505.86994433406 NA
"1030" 1990 "19" 882.86115873157 3215.59122286571 NA
"1031" 1990 "20" 926.593831081444 3279.21441629297 NA
"1032" 1990 "21" 812.541944320788 3186.0026247818 NA
"1033" 1990 "22" 1146.04126789565 3091.65195874289 NA
"1034" 1990 "23" 1104.15294560506 3869.08987857387 NA
"1035" 1990 "24" 761.089783292162 2703.84272587709 NA
"1036" 1990 "25" 1312.03033209524 3422.70787440886 NA
"1037" 1990 "26" 1505.08836126388 3018.85426604808 NA
"1038" 1990 "27" 1470.15666994803 4879.8787328393 NA
"1039" 1990 "28" 1447.18741400454 2910.06610434271 NA
"1040" 1990 "29" 1668.81385292335 4744.16503181079 NA
"1041" 1990 "30" 1215.55861491555 3561.52923282928 NA
"1042" 1990 "31" 2080.41007983413 4255.94057467701 NA
"1043" 1990 "32" 1407.83419506044 5665.72380135895 NA
"1044" 1990 "33" 2042.7279911884 3648.14304791975 NA
"1045" 1990 "34" 1618.09833639091 5812.01106878825 NA
"1046" 1990 "35" 2751.46963614884 4725.9420599556 NA
"1047" 1990 "36" 2920.65544487702 5788.52008229316 NA
"1048" 1990 "37" 2007.3136411795 4582.55264693 NA
"1049" 1990 "38" 2900.66110840072 3946.85661783109 NA
"1050" 1990 "39" 2802.33444626749 6371.63077460763 NA
"1051" 1990 "40" 2921.38523746816 7317.98016172226 NA
"1052" 1990 "41" 2251.31458669328 5023.99016752817 NA
"1053" 1990 "42" 2750.48772935255 6157.15648088187 NA
"1054" 1990 "43" 2391.84425731352 6198.59410467462 NA
"1055" 1990 "44" 3550.28433530331 5093.02991799364 NA
"1056" 1990 "45" 2464.77229210621 7274.70005099676 NA
"1057" 1990 "46" 3293.18642230995 8008.44514739446 NA
"1058" 1990 "47" 4426.74922633997 8522.6218375881 NA
"1059" 1990 "48" 3152.27565384918 8108.49267097473 NA
"1060" 1990 "49" 2963.40159140423 8618.57788636518 NA
"1061" 1990 "50" 3770.74486324721 9561.39005475412 NA
"1062" 1990 "51" 3536.5910153064 5822.65734165486 NA
"1063" 1990 "52" 5156.47568350087 8925.2142877283 NA
"1064" 1990 "53" 6606.83295068478 10053.0790680734 NA
"1065" 1990 "54" 6665.1830295814 7500.86304716021 NA
"1066" 1990 "55" 6452.31134936397 11278.4921670465 NA
"1067" 1990 "56" 6135.22880048241 12665.9479517415 NA
"1068" 1990 "57" 7196.95107100578 12530.5577242285 NA
"1069" 1990 "58" 8896.82074786991 14866.9311605384 NA
"1070" 1990 "59" 8782.66857966727 13660.8841816867 NA
"1071" 1990 "60" 11853.9889152232 17776.5930642339 NA
"1072" 1990 "61" 13253.2939021562 20082.4441966037 NA
"1073" 1990 "62" 13913.7361994309 15141.485628911 NA
"1074" 1990 "63" 17061.2999989128 19449.6900801366 NA
"1075" 1990 "64" 11518.7176662358 27919.3051976135 NA
"1076" 1990 "65" 16424.5212760301 25132.3731327975 NA
"1077" 1990 "66" 20442.4793751552 18842.2399663902 NA
"1078" 1990 "67" 22853.9709610959 32143.3521115559 NA
"1079" 1990 "68" 18979.6593044302 32621.1704112903 NA
"1080" 1990 "69" 19350.3662443377 29511.7873711517 NA
"1081" 1990 "70" 23132.8986640784 29619.4233248014 NA
"1082" 1990 "71" 24393.1367306655 32722.0527476145 NA
"1083" 1990 "72" 28180.6914435146 32654.0070797719 NA
"1084" 1990 "73" 25635.4748206878 37760.5934743366 NA
"1085" 1990 "74" 21581.0867897713 21818.1453978174 NA
"1086" 1990 "75" 34221.1275273351 30498.101374717 NA
"1087" 1990 "76" 27498.9770812098 28609.7224759628 NA
"1088" 1990 "77" 26107.5877035513 32671.4614322458 NA
"1089" 1990 "78" 26027.397419108 30149.7638267593 NA
"1090" 1990 "79" 25223.4345483937 29669.0994791359 NA
"1091" 1990 "80" 38701.7114286546 31799.4800382004 NA
"1092" 1990 "81" 24745.885933097 33033.7320732121 NA
"1093" 1990 "82" 31589.9448899566 25724.8911283765 NA
"1094" 1990 "83" 31869.0591003978 22301.9050575556 NA
"1095" 1990 "84" 37319.2302209638 21746.4029748334 NA
"1096" 1990 "85" 27649.3117472892 19732.448150358 NA
"1097" 1990 "86" 27284.6082548263 15270.6603837157 NA
"1098" 1990 "87" 28962.4856860088 23932.558137705 NA
"1099" 1990 "88" 26450.3537580907 12128.2815544586 NA
"1100" 1990 "89" 30182.7816143756 17366.4509351509 NA
"1101" 1990 "90" 30717.9087242252 15586.156768349 NA
"1102" 1990 "91" 22461.5492920577 11141.5740235203 NA
"1103" 1990 "92" 20109.7886058821 10988.8040332839 NA
"1104" 1990 "93" 14931.4732843896 9133.141120565 NA
"1105" 1990 "94" 14401.1771713192 4637.97530578649 NA
"1106" 1990 "95" 10920.4687729103 5434.82767459122 NA
"1107" 1990 "96" 11892.2738844424 4164.93693905746 NA
"1108" 1990 "97" 10090.1740126586 3318.96046876109 NA
"1109" 1990 "98" 5173.73486479547 1563.15233615088 NA
"1110" 1990 "99" 5068.61839764037 1488.82284112132 NA
"1111" 1990 "100" 3758.79227352183 1112.86149067963 NA
"1112" 1991 "0" 16701.3059246586 19487.2272223167 NA
"1113" 1991 "1" 1261.21207603771 2009.65490581591 NA
"1114" 1991 "2" 584.654114347158 826.907520349546 NA
"1115" 1991 "3" 742.888542886473 628.090800372185 NA
"1116" 1991 "4" 452.322131010417 472.625865904605 NA
"1117" 1991 "5" 418.499902951896 574.803976243282 NA
"1118" 1991 "6" 259.026090619136 558.59616830738 NA
"1119" 1991 "7" 334.782514572475 528.879454383247 NA
"1120" 1991 "8" 284.172081699528 479.285540778746 NA
"1121" 1991 "9" 303.341417339943 393.11581841971 NA
"1122" 1991 "10" 245.379259040236 539.892276878549 NA
"1123" 1991 "11" 224.105987442363 364.243014492098 NA
"1124" 1991 "12" 222.835354161172 545.913215226223 NA
"1125" 1991 "13" 295.899656693235 567.74918503353 NA
"1126" 1991 "14" 306.299737796324 661.454816411268 NA
"1127" 1991 "15" 558.99835578489 847.792290439829 NA
"1128" 1991 "16" 875.882482674501 1417.47944062617 NA
"1129" 1991 "17" 930.10048240366 1831.26431255929 NA
"1130" 1991 "18" 1094.28209911763 2283.61385664452 NA
"1131" 1991 "19" 715.836013240576 2878.9689479066 NA
"1132" 1991 "20" 892.084306411696 4056.91550615914 NA
"1133" 1991 "21" 1128.57614994509 4244.97710631274 NA
"1134" 1991 "22" 982.064128523542 3588.32086742155 NA
"1135" 1991 "23" 1159.91327185782 2321.46888934809 NA
"1136" 1991 "24" 842.402741445384 3746.5146237319 NA
"1137" 1991 "25" 1049.38044369773 4136.48592191203 NA
"1138" 1991 "26" 1425.3613144261 3044.15285216973 NA
"1139" 1991 "27" 1515.24446882627 3764.82809285565 NA
"1140" 1991 "28" 1363.72148689123 2844.49060538598 NA
"1141" 1991 "29" 1916.52958247172 5346.57716832744 NA
"1142" 1991 "30" 1985.1613551937 4370.75579247881 NA
"1143" 1991 "31" 2053.27960020925 4685.71067653891 NA
"1144" 1991 "32" 1956.85468123198 4201.62002786353 NA
"1145" 1991 "33" 1922.8125512926 4577.68765567727 NA
"1146" 1991 "34" 2651.10154705857 4562.14727670966 NA
"1147" 1991 "35" 2569.07818917729 5206.90309220894 NA
"1148" 1991 "36" 2320.85878911071 5348.57934133426 NA
"1149" 1991 "37" 2534.61945547109 7473.11764620262 NA
"1150" 1991 "38" 1853.02272380717 5178.96142987238 NA
"1151" 1991 "39" 1993.00634281843 7013.05576140478 NA
"1152" 1991 "40" 3472.96133187693 7819.56088587103 NA
"1153" 1991 "41" 2850.14036481521 5792.87833596892 NA
"1154" 1991 "42" 3698.28096049626 7504.98430591856 NA
"1155" 1991 "43" 3200.32698789413 6780.4412975602 NA
"1156" 1991 "44" 4545.70191617526 8219.44048867039 NA
"1157" 1991 "45" 3428.59253449542 7819.3669821237 NA
"1158" 1991 "46" 3955.0083627835 6231.97429878303 NA
"1159" 1991 "47" 3593.3274701015 7900.42283331852 NA
"1160" 1991 "48" 4346.44315494268 5949.55512615157 NA
"1161" 1991 "49" 4231.13065061491 6241.1480216907 NA
"1162" 1991 "50" 4231.36612211706 8949.77490588045 NA
"1163" 1991 "51" 5995.13232471777 6722.38415961016 NA
"1164" 1991 "52" 6306.85570015113 7000.17097917516 NA
"1165" 1991 "53" 6552.76357629757 9099.03004500322 NA
"1166" 1991 "54" 7348.75554574612 11386.9216515347 NA
"1167" 1991 "55" 5211.86573084861 9187.45066526434 NA
"1168" 1991 "56" 5376.14991793462 9543.1422291539 NA
"1169" 1991 "57" 5635.30967037424 9582.5091038244 NA
"1170" 1991 "58" 6051.58424078612 9684.1449071399 NA
"1171" 1991 "59" 8302.68327609052 13343.0052930236 NA
"1172" 1991 "60" 10279.8707380764 12493.3616290803 NA
"1173" 1991 "61" 13309.3446728816 15813.7352571151 NA
"1174" 1991 "62" 11345.0331183588 20603.2731556582 NA
"1175" 1991 "63" 16717.3296227369 23950.0471282873 NA
"1176" 1991 "64" 13049.1777415073 22791.8175971004 NA
"1177" 1991 "65" 17060.8968662035 25639.7298821844 NA
"1178" 1991 "66" 14639.8715255579 17535.0556599234 NA
"1179" 1991 "67" 14554.273459687 19323.0400726178 NA
"1180" 1991 "68" 19145.0336414912 27878.3771574111 NA
"1181" 1991 "69" 22999.5512008885 21036.870115855 NA
"1182" 1991 "70" 18838.7684775901 24576.3693855318 NA
"1183" 1991 "71" 28247.112668218 32296.3345097354 NA
"1184" 1991 "72" 22930.900546988 24004.42199531 NA
"1185" 1991 "73" 22742.5539757154 38337.5192106069 NA
"1186" 1991 "74" 30818.2145751342 36072.977234845 NA
"1187" 1991 "75" 29886.1243389664 28262.3268357012 NA
"1188" 1991 "76" 25771.8910131154 24420.6823371977 NA
"1189" 1991 "77" 25500.2041444546 38332.2616375679 NA
"1190" 1991 "78" 22660.2969957156 27157.4523147107 NA
"1191" 1991 "79" 27965.2949208806 25072.3743323493 NA
"1192" 1991 "80" 30273.0218968265 28878.7062144104 NA
"1193" 1991 "81" 41067.5327401288 29569.8653209502 NA
"1194" 1991 "82" 28995.2535868635 31106.9626455463 NA
"1195" 1991 "83" 29588.7288086138 31240.1206830228 NA
"1196" 1991 "84" 30101.4603321693 23957.6779108413 NA
"1197" 1991 "85" 37433.0140135869 24787.1397115404 NA
"1198" 1991 "86" 29612.8462434734 17171.1643164937 NA
"1199" 1991 "87" 30960.8564795864 17237.4610131485 NA
"1200" 1991 "88" 36239.503482761 18408.6642268715 NA
"1201" 1991 "89" 30175.7623799741 11503.4516296936 NA
"1202" 1991 "90" 29743.1960974056 14655.100500303 NA
"1203" 1991 "91" 29501.4083026736 10422.8128783179 NA
"1204" 1991 "92" 26638.7474985542 9651.11131578758 NA
"1205" 1991 "93" 16692.5955323664 5508.03766077711 NA
"1206" 1991 "94" 13187.1898304262 5506.33209970401 NA
"1207" 1991 "95" 11946.3476024244 3442.10212876701 NA
"1208" 1991 "96" 9568.89220121333 3059.01352556199 NA
"1209" 1991 "97" 6672.85491206543 2149.0048549741 NA
"1210" 1991 "98" 6387.16572622215 1770.59658385675 NA
"1211" 1991 "99" 3720.47358776943 964.250714243676 NA
"1212" 1991 "100" 3170.39802312947 1077.36380832707 NA
"1213" 1992 "0" 12069.8179071795 17857.4617773102 NA
"1214" 1992 "1" 1405.84105651828 1696.05436649697 NA
"1215" 1992 "2" 946.965200708222 912.861588401604 NA
"1216" 1992 "3" 626.220910280007 737.545112723261 NA
"1217" 1992 "4" 379.94796899783 617.712689282871 NA
"1218" 1992 "5" 350.22930715178 372.885713555423 NA
"1219" 1992 "6" 220.739131793275 438.477822979905 NA
"1220" 1992 "7" 377.630870755812 486.204177298024 NA
"1221" 1992 "8" 251.541529507723 524.115104434377 NA
"1222" 1992 "9" 191.425195901823 337.90663485098 NA
"1223" 1992 "10" 266.68975408836 480.794096502882 NA
"1224" 1992 "11" 261.242384286575 485.618846682626 NA
"1225" 1992 "12" 356.177911310072 633.930374370068 NA
"1226" 1992 "13" 278.218178207996 532.966665300876 NA
"1227" 1992 "14" 479.590442507642 1022.70640780213 NA
"1228" 1992 "15" 496.485225159846 1305.70002272451 NA
"1229" 1992 "16" 576.947058405142 2269.05980073629 NA
"1230" 1992 "17" 873.277350029402 2070.16762481691 NA
"1231" 1992 "18" 607.357905676446 2927.11417159612 NA
"1232" 1992 "19" 568.784363863748 3737.27949210207 NA
"1233" 1992 "20" 1054.13314243469 3368.88968788647 NA
"1234" 1992 "21" 1060.21344731364 2824.05188015283 NA
"1235" 1992 "22" 1011.76095950538 2539.68979897353 NA
"1236" 1992 "23" 872.536110317144 2657.96009345411 NA
"1237" 1992 "24" 1170.01364377803 3339.12962675136 NA
"1238" 1992 "25" 971.551473134652 3065.68297702162 NA
"1239" 1992 "26" 1227.55042851293 2571.96106470207 NA
"1240" 1992 "27" 1054.3741672463 4104.53983298788 NA
"1241" 1992 "28" 1437.21241020337 3567.94002545352 NA
"1242" 1992 "29" 1512.48448432799 4720.93318163887 NA
"1243" 1992 "30" 1562.88152927113 5370.62600973092 NA
"1244" 1992 "31" 1550.63197284627 4104.29176987864 NA
"1245" 1992 "32" 1467.30840407729 6358.38993351314 NA
"1246" 1992 "33" 1660.79025754949 5510.78974327318 NA
"1247" 1992 "34" 1626.57090348788 6921.33963140634 NA
"1248" 1992 "35" 2743.68175451592 6682.57153480093 NA
"1249" 1992 "36" 2678.89824223891 4463.96419039107 NA
"1250" 1992 "37" 2833.81012021466 5430.51974487025 NA
"1251" 1992 "38" 1879.06663603893 5915.4874552382 NA
"1252" 1992 "39" 1929.52116437899 7488.98482751799 NA
"1253" 1992 "40" 3612.38088885148 7558.38875734247 NA
"1254" 1992 "41" 2641.73344112967 7992.36290345097 NA
"1255" 1992 "42" 3264.1370122336 8306.91751904582 NA
"1256" 1992 "43" 3037.39989091215 6955.00096179906 NA
"1257" 1992 "44" 3440.32952981783 6852.97323960109 NA
"1258" 1992 "45" 3421.57275822735 5451.82373654973 NA
"1259" 1992 "46" 3690.76640410744 7455.9593772482 NA
"1260" 1992 "47" 4738.16066028904 8039.86041304288 NA
"1261" 1992 "48" 3898.16150976661 8828.55241070348 NA
"1262" 1992 "49" 3789.44799582238 10186.4566159391 NA
"1263" 1992 "50" 5801.25779197952 10006.1960719283 NA
"1264" 1992 "51" 5754.12142725353 8886.0150768836 NA
"1265" 1992 "52" 4107.54633882327 7308.62492153508 NA
"1266" 1992 "53" 7022.89769133104 10912.4453836033 NA
"1267" 1992 "54" 5159.99338938189 7169.30844446147 NA
"1268" 1992 "55" 7088.47657831036 8393.60211659176 NA
"1269" 1992 "56" 7275.01215830205 10027.1326726219 NA
"1270" 1992 "57" 8548.19645398248 9667.55585948932 NA
"1271" 1992 "58" 6197.53551974136 15331.6067349926 NA
"1272" 1992 "59" 8094.69671833623 11843.6889306013 NA
"1273" 1992 "60" 11094.225366895 17872.8363086369 NA
"1274" 1992 "61" 9876.3661780789 16469.4308720462 NA
"1275" 1992 "62" 8740.61331880007 12741.2754753497 NA
"1276" 1992 "63" 15828.3521981463 20167.9372370583 NA
"1277" 1992 "64" 11386.0049539332 16237.3895419286 NA
"1278" 1992 "65" 14769.7825613039 16743.3987206779 NA
"1279" 1992 "66" 14461.7320325436 23304.3126940475 NA
"1280" 1992 "67" 19291.2626104998 29756.4827337645 NA
"1281" 1992 "68" 18020.0541975041 21877.9561000769 NA
"1282" 1992 "69" 16210.0628857671 24832.2663323717 NA
"1283" 1992 "70" 19631.6806904357 21856.8716193429 NA
"1284" 1992 "71" 25646.2557899271 35076.1510572481 NA
"1285" 1992 "72" 22163.3761092357 21569.5378218745 NA
"1286" 1992 "73" 20507.7981787723 21971.5501367359 NA
"1287" 1992 "74" 26782.437646254 34736.8496570075 NA
"1288" 1992 "75" 32474.1669113042 34586.4329408716 NA
"1289" 1992 "76" 33707.4478199364 23080.1922763545 NA
"1290" 1992 "77" 35405.5568472568 41107.4113749359 NA
"1291" 1992 "78" 33875.7063065057 31192.904927123 NA
"1292" 1992 "79" 23230.8901570989 32586.8960751869 NA
"1293" 1992 "80" 32606.924387093 23281.6945588503 NA
"1294" 1992 "81" 37015.5770893115 25985.4760602495 NA
"1295" 1992 "82" 26650.7961450115 21269.5441016871 NA
"1296" 1992 "83" 28398.9341469496 23346.529750523 NA
"1297" 1992 "84" 35583.4286749249 28777.193223419 NA
"1298" 1992 "85" 26677.401248287 17342.1254247984 NA
"1299" 1992 "86" 39661.746654276 26462.1015793891 NA
"1300" 1992 "87" 28635.881051918 14604.4055267406 NA
"1301" 1992 "88" 38582.0184312026 16989.9060916378 NA
"1302" 1992 "89" 23668.5694169203 15772.9129866599 NA
"1303" 1992 "90" 19259.3118615383 10943.4830799592 NA
"1304" 1992 "91" 29221.3070726087 9334.35299067299 NA
"1305" 1992 "92" 22434.1677119102 8723.62461486311 NA
"1306" 1992 "93" 19623.2060127941 8099.35767959991 NA
"1307" 1992 "94" 13895.5838869792 4196.15060437344 NA
"1308" 1992 "95" 10189.6641613061 4367.16266701148 NA
"1309" 1992 "96" 12937.5809971592 4818.57734233423 NA
"1310" 1992 "97" 8874.43213891467 3314.15083584746 NA
"1311" 1992 "98" 6722.3812375073 1860.28753867691 NA
"1312" 1992 "99" 5733.32296515895 1176.19664709502 NA
"1313" 1992 "100" 4988.5589669983 1011.52441591955 NA
"1314" 1993 "0" 13491.9329020497 22446.0015951441 NA
"1315" 1993 "1" 1261.33215071079 1869.81800982301 NA
"1316" 1993 "2" 627.724314216363 741.983956541903 NA
"1317" 1993 "3" 632.821370660111 833.761597209261 NA
"1318" 1993 "4" 402.70131465904 458.197314258345 NA
"1319" 1993 "5" 401.821930840097 423.647781805804 NA
"1320" 1993 "6" 316.182828425388 414.413046070826 NA
"1321" 1993 "7" 438.300066485314 409.664624499963 NA
"1322" 1993 "8" 346.003242933278 341.900207003957 NA
"1323" 1993 "9" 254.810637712207 440.829081021546 NA
"1324" 1993 "10" 333.797558282744 402.81006618024 NA
"1325" 1993 "11" 354.656527644467 406.025606133025 NA
"1326" 1993 "12" 258.815833119863 412.833131330137 NA
"1327" 1993 "13" 330.911109348958 575.49510628581 NA
"1328" 1993 "14" 380.725947100103 939.071337610967 NA
"1329" 1993 "15" 694.97922603314 1556.23771665122 NA
"1330" 1993 "16" 844.151587607279 2220.22572328843 NA
"1331" 1993 "17" 960.28690785429 2492.79591197436 NA
"1332" 1993 "18" 1080.11063565826 2989.63734906845 NA
"1333" 1993 "19" 1024.94070887225 3666.14224006173 NA
"1334" 1993 "20" 1025.15172749977 2657.93503301599 NA
"1335" 1993 "21" 827.681276866758 2872.54790768259 NA
"1336" 1993 "22" 1151.22382876414 3057.19369177279 NA
"1337" 1993 "23" 1291.39560851512 3438.528342291 NA
"1338" 1993 "24" 1173.18174953001 3801.92426294132 NA
"1339" 1993 "25" 803.349835261211 3432.90288978127 NA
"1340" 1993 "26" 1139.67438614168 2892.80405710565 NA
"1341" 1993 "27" 1031.78162749728 4055.71747658281 NA
"1342" 1993 "28" 1665.67267487588 2806.42088262988 NA
"1343" 1993 "29" 1293.67208411103 3547.95737262566 NA
"1344" 1993 "30" 1526.76571316409 4391.78610188812 NA
"1345" 1993 "31" 2126.54754871534 4326.91727889936 NA
"1346" 1993 "32" 1435.87158887967 4726.08840665197 NA
"1347" 1993 "33" 1725.14169126581 5769.74888700278 NA
"1348" 1993 "34" 2386.82388546713 7217.58070839398 NA
"1349" 1993 "35" 2545.54750253987 6971.35636394019 NA
"1350" 1993 "36" 2812.94445280148 5708.44966291736 NA
"1351" 1993 "37" 2186.79443458431 7625.78649241984 NA
"1352" 1993 "38" 3586.85444506929 7135.72479897855 NA
"1353" 1993 "39" 2750.91776804347 5062.63640525736 NA
"1354" 1993 "40" 2322.53192244722 7379.99192918832 NA
"1355" 1993 "41" 2803.67512426223 5038.57557116904 NA
"1356" 1993 "42" 3955.17962513198 5247.04617801909 NA
"1357" 1993 "43" 2782.82117606389 9304.37191788877 NA
"1358" 1993 "44" 4690.32748540739 7709.78442187049 NA
"1359" 1993 "45" 4131.57841233411 9297.42224243763 NA
"1360" 1993 "46" 4621.99692222808 8854.00442196068 NA
"1361" 1993 "47" 4599.46476951997 5726.321307858 NA
"1362" 1993 "48" 5245.97768568736 5084.1604923652 NA
"1363" 1993 "49" 4734.29677230283 9716.30556677238 NA
"1364" 1993 "50" 3597.87384106175 9191.41182944531 NA
"1365" 1993 "51" 5862.9036318471 10903.0643224925 NA
"1366" 1993 "52" 6705.36668093953 10991.8129572287 NA
"1367" 1993 "53" 5113.25321954211 11148.0201383287 NA
"1368" 1993 "54" 4256.04784442395 12350.6451139219 NA
"1369" 1993 "55" 5789.37047552492 11867.885183744 NA
"1370" 1993 "56" 5079.41115984858 11198.8414572189 NA
"1371" 1993 "57" 6086.39373591267 12412.1871730078 NA
"1372" 1993 "58" 9926.56442345 13093.3449584543 NA
"1373" 1993 "59" 10242.6360168698 10332.6415657266 NA
"1374" 1993 "60" 10388.2570700381 15980.733594118 NA
"1375" 1993 "61" 12870.4241071506 13570.704688858 NA
"1376" 1993 "62" 13895.3723108029 13169.5231563957 NA
"1377" 1993 "63" 11060.1055824179 15592.6558547921 NA
"1378" 1993 "64" 14993.6432987052 25785.2967337507 NA
"1379" 1993 "65" 10682.3005815937 26453.6116366306 NA
"1380" 1993 "66" 19656.023662363 26760.3696928942 NA
"1381" 1993 "67" 13361.9850780966 24067.916144302 NA
"1382" 1993 "68" 14297.7185142586 28267.0109366244 NA
"1383" 1993 "69" 23219.1025990032 28095.5037023768 NA
"1384" 1993 "70" 25874.5906302624 23501.3509797842 NA
"1385" 1993 "71" 26907.0011349392 31705.8609797855 NA
"1386" 1993 "72" 24575.2742533443 38996.2432919516 NA
"1387" 1993 "73" 25909.3680952737 41636.1609593473 NA
"1388" 1993 "74" 18048.3965839878 32129.0181881803 NA
"1389" 1993 "75" 33717.2724037214 23026.1169110927 NA
"1390" 1993 "76" 36422.6359452581 33857.9144905857 NA
"1391" 1993 "77" 26996.2937506507 33947.3559391075 NA
"1392" 1993 "78" 35261.0606883743 35528.7998014243 NA
"1393" 1993 "79" 33465.9189531026 35486.7083386118 NA
"1394" 1993 "80" 25983.2836612216 32932.2336072267 NA
"1395" 1993 "81" 37404.9148929244 34383.1148113656 NA
"1396" 1993 "82" 44023.9225877909 23771.3474796662 NA
"1397" 1993 "83" 42361.7320891749 31672.4276922324 NA
"1398" 1993 "84" 31223.4173969004 30031.7692802081 NA
"1399" 1993 "85" 43832.456557889 22905.67419171 NA
"1400" 1993 "86" 46299.1265628632 16812.8797717046 NA
"1401" 1993 "87" 36051.6020430766 25291.6208013388 NA
"1402" 1993 "88" 39061.5337072865 22739.5138827787 NA
"1403" 1993 "89" 37241.2135436809 11838.7836988783 NA
"1404" 1993 "90" 28909.4373363304 15335.5204387088 NA
"1405" 1993 "91" 23819.8013218673 12608.2484553654 NA
"1406" 1993 "92" 23074.4862886055 12616.2516214139 NA
"1407" 1993 "93" 19793.9402334862 7668.62507732437 NA
"1408" 1993 "94" 15000.3369933329 7589.18370313918 NA
"1409" 1993 "95" 17641.839455152 5248.95862362538 NA
"1410" 1993 "96" 10468.4255776099 4252.60196184321 NA
"1411" 1993 "97" 12141.0328897946 2493.39979385385 NA
"1412" 1993 "98" 8996.12268723067 1678.48789417909 NA
"1413" 1993 "99" 5666.60921328646 1620.64313551128 NA
"1414" 1993 "100" 5075.37682885121 805.604490787442 NA
"1415" 1994 "0" 16175.6973588389 18407.0586223602 NA
"1416" 1994 "1" 1444.73185404388 1176.17522639079 NA
"1417" 1994 "2" 687.678321482868 871.097136962716 NA
"1418" 1994 "3" 652.87322069104 697.26012808918 NA
"1419" 1994 "4" 480.111196421292 489.335945432531 NA
"1420" 1994 "5" 423.183908902072 581.519509426622 NA
"1421" 1994 "6" 324.706403569044 409.414402998982 NA
"1422" 1994 "7" 356.196749806832 488.706845072447 NA
"1423" 1994 "8" 353.73451937886 355.729825299573 NA
"1424" 1994 "9" 198.946233176226 289.071147554293 NA
"1425" 1994 "10" 184.822209839608 428.504326144867 NA
"1426" 1994 "11" 190.957827723022 340.43852280208 NA
"1427" 1994 "12" 260.069352610463 470.225236279154 NA
"1428" 1994 "13" 377.27506440328 683.410068663114 NA
"1429" 1994 "14" 661.381130755954 756.554878878603 NA
"1430" 1994 "15" 462.645853527248 1610.11100454446 NA
"1431" 1994 "16" 750.440056745018 1962.10817573105 NA
"1432" 1994 "17" 647.502930499579 2070.8251465501 NA
"1433" 1994 "18" 674.997477498537 2587.87232566373 NA
"1434" 1994 "19" 898.847253424162 2879.24368712642 NA
"1435" 1994 "20" 649.938365502953 2399.16239350997 NA
"1436" 1994 "21" 790.275635656852 3056.11558484658 NA
"1437" 1994 "22" 749.709148312731 2259.60529158261 NA
"1438" 1994 "23" 1096.47858966309 2617.76361822021 NA
"1439" 1994 "24" 768.785100328967 3123.26162240383 NA
"1440" 1994 "25" 1357.91506345671 2123.28093922276 NA
"1441" 1994 "26" 1118.38129958753 3061.94784883447 NA
"1442" 1994 "27" 1049.78063531559 2913.97360374758 NA
"1443" 1994 "28" 1323.2313843961 4509.1835459908 NA
"1444" 1994 "29" 1724.80508619403 2852.48692859217 NA
"1445" 1994 "30" 1652.43692555981 3944.56250227073 NA
"1446" 1994 "31" 1573.49117586011 4573.60883891285 NA
"1447" 1994 "32" 1498.60274808267 5820.42950757002 NA
"1448" 1994 "33" 1778.71338981308 5823.51329871268 NA
"1449" 1994 "34" 2337.95937749799 7140.47536583922 NA
"1450" 1994 "35" 1755.44276093917 6892.61895300628 NA
"1451" 1994 "36" 2372.88149319044 6918.82410162444 NA
"1452" 1994 "37" 2233.35850800327 6057.08748158497 NA
"1453" 1994 "38" 3521.3160277239 5975.41124765945 NA
"1454" 1994 "39" 3540.7946485549 5811.84310623454 NA
"1455" 1994 "40" 3243.85316554131 5335.17278296525 NA
"1456" 1994 "41" 3619.69535658515 7698.86004835284 NA
"1457" 1994 "42" 4212.66311021263 6782.68207301996 NA
"1458" 1994 "43" 4217.15134904951 7084.03890475662 NA
"1459" 1994 "44" 3159.97055564411 8934.74723730087 NA
"1460" 1994 "45" 4543.53392762544 9701.99489356916 NA
